BubbleSort, QuickSort, MergeSort
53.613, 0.122, 0.03
53.549, 0.133, 0.031
53.778, 0.123, 0.031
53.899, 0.123, 0.032
53.476, 0.138, 0.032
53.579, 0.139, 0.038
53.816, 0.121, 0.03
53.488, 0.128, 0.031
53.537, 0.125, 0.03
53.99, 0.121, 0.03
53.71, 0.123, 0.031
53.68, 0.129, 0.03
53.91, 0.126, 0.031
53.705, 0.125, 0.033
53.765, 0.134, 0.031
53.667, 0.121, 0.031
53.65, 0.124, 0.03
53.47, 0.123, 0.035
54.069, 0.124, 0.029
53.578, 0.122, 0.031
53.77, 0.125, 0.031
53.619, 0.142, 0.033
57.159, 0.148, 0.043
62.04, 0.147, 0.041
61.937, 0.147, 0.04
61.923, 0.164, 0.042
62.315, 0.148, 0.04
61.901, 0.154, 0.04
61.891, 0.16, 0.041
61.868, 0.143, 0.042
60.816, 0.143, 0.045
60.602, 0.136, 0.038
60.7, 0.148, 0.045
60.708, 0.146, 0.034
60.672, 0.137, 0.035
60.514, 0.157, 0.035
60.319, 0.146, 0.037
60.583, 0.154, 0.037
60.471, 0.153, 0.043
60.615, 0.16, 0.034
60.586, 0.157, 0.035
60.492, 0.138, 0.038
60.708, 0.141, 0.043
61.17, 0.151, 0.038
60.621, 0.15, 0.033
60.775, 0.149, 0.043
60.435, 0.15, 0.038
60.845, 0.147, 0.038
61.115, 0.145, 0.037
60.68, 0.143, 0.038
60.476, 0.144, 0.04
60.647, 0.143, 0.041
60.71, 0.144, 0.039
60.546, 0.147, 0.041
60.733, 0.135, 0.038
60.718, 0.14, 0.038
60.604, 0.152, 0.04
61.138, 0.15, 0.034
60.874, 0.162, 0.042
60.759, 0.14, 0.04
60.694, 0.145, 0.042
60.67, 0.144, 0.033
60.684, 0.132, 0.038
60.813, 0.155, 0.042
60.82, 0.148, 0.037
60.477, 0.146, 0.04
60.6, 0.153, 0.041
61.113, 0.149, 0.041
60.738, 0.151, 0.041
60.607, 0.143, 0.038
60.631, 0.152, 0.037
61.068, 0.161, 0.039
62.312, 0.144, 0.034
61.95, 0.146, 0.048
61.807, 0.162, 0.039
61.845, 0.145, 0.036
62.077, 0.142, 0.045
62.133, 0.148, 0.037
61.774, 0.138, 0.039
61.988, 0.154, 0.038
62.017, 0.154, 0.033
62.109, 0.143, 0.043
62.1, 0.144, 0.039
61.914, 0.133, 0.038
61.982, 0.158, 0.04
62.015, 0.152, 0.042
62.046, 0.143, 0.041
61.958, 0.147, 0.037
61.994, 0.15, 0.034
62.173, 0.154, 0.038
62.105, 0.144, 0.034
61.976, 0.146, 0.041
62.072, 0.141, 0.044
61.975, 0.146, 0.038
61.909, 0.15, 0.034
61.908, 0.149, 0.034
62.206, 0.146, 0.032
61.835, 0.139, 0.042
61.886, 0.142, 0.044
62.037, 0.142, 0.038
62.046, 0.154, 0.046
61.839, 0.156, 0.033
62.21, 0.158, 0.04
60.525, 0.122, 0.031
55.064, 0.126, 0.037
55.228, 0.124, 0.03
55.139, 0.124, 0.032
55.1, 0.142, 0.035
55.005, 0.124, 0.032
55.098, 0.124, 0.031
54.919, 0.125, 0.031
55.059, 0.147, 0.034
55.064, 0.155, 0.04
54.95, 0.124, 0.03
55.1, 0.135, 0.032
54.683, 0.122, 0.031
54.709, 0.124, 0.031
54.925, 0.139, 0.036
55.07, 0.141, 0.035
54.954, 0.123, 0.033
55.032, 0.125, 0.034
55.394, 0.132, 0.037
54.716, 0.141, 0.035
55.084, 0.139, 0.034
54.82, 0.123, 0.031
55.001, 0.124, 0.032
55.385, 0.123, 0.031
54.96, 0.122, 0.032
55.068, 0.141, 0.031
54.431, 0.122, 0.031
54.889, 0.13, 0.031
55.129, 0.132, 0.032
54.904, 0.128, 0.04
54.918, 0.124, 0.034
54.805, 0.141, 0.038
55.13, 0.127, 0.031
54.831, 0.134, 0.037
55.001, 0.125, 0.031
55.009, 0.123, 0.031
54.784, 0.126, 0.031
54.686, 0.124, 0.032
54.509, 0.122, 0.032
54.754, 0.124, 0.037
54.436, 0.124, 0.031
55.199, 0.122, 0.041
54.774, 0.135, 0.037
54.595, 0.121, 0.03
55.298, 0.13, 0.037
55.273, 0.121, 0.032
54.714, 0.122, 0.031
54.968, 0.129, 0.031
54.647, 0.123, 0.032
55.482, 0.122, 0.03
54.734, 0.125, 0.032
55.514, 0.123, 0.032
54.916, 0.123, 0.031
55.154, 0.129, 0.035
54.719, 0.123, 0.032
54.956, 0.126, 0.032
54.909, 0.124, 0.031
55.216, 0.144, 0.035
54.782, 0.13, 0.031
55.182, 0.127, 0.032
54.603, 0.121, 0.031
54.978, 0.14, 0.035
54.63, 0.124, 0.03
54.673, 0.124, 0.035
55.052, 0.129, 0.033
54.771, 0.122, 0.03
55, 0.124, 0.031
54.737, 0.122, 0.032
54.693, 0.122, 0.031
54.846, 0.131, 0.032
54.893, 0.132, 0.031
55.055, 0.122, 0.031
54.534, 0.123, 0.032
54.902, 0.126, 0.031
54.746, 0.126, 0.03
54.413, 0.171, 0.032
54.668, 0.14, 0.035
54.914, 0.124, 0.031
54.767, 0.123, 0.03
54.823, 0.13, 0.032
55.14, 0.139, 0.035
55.222, 0.136, 0.032
55.118, 0.126, 0.039
54.847, 0.143, 0.034
54.945, 0.133, 0.031
54.804, 0.122, 0.032
54.866, 0.142, 0.036
54.786, 0.125, 0.031
54.647, 0.13, 0.032
54.765, 0.122, 0.031
54.803, 0.122, 0.031
54.536, 0.135, 0.035
54.557, 0.123, 0.031
54.594, 0.121, 0.031
54.764, 0.124, 0.032
54.291, 0.123, 0.031
54.421, 0.127, 0.033
54.229, 0.123, 0.031
54.168, 0.124, 0.033
54.434, 0.122, 0.032
54.394, 0.12, 0.033
54.067, 0.125, 0.031
54.155, 0.124, 0.031
54.104, 0.124, 0.031
54.259, 0.129, 0.034
53.833, 0.122, 0.036
54.095, 0.128, 0.032
54.84, 0.122, 0.033
54.148, 0.126, 0.033
54.253, 0.122, 0.03
54.129, 0.122, 0.032
54.192, 0.121, 0.032
54.353, 0.123, 0.034
54.532, 0.128, 0.031
53.995, 0.128, 0.032
54.173, 0.126, 0.032
54.318, 0.128, 0.033
54.374, 0.13, 0.034
54.212, 0.125, 0.033
54.444, 0.122, 0.031
54.327, 0.124, 0.031
53.779, 0.126, 0.032
53.947, 0.124, 0.032
54.204, 0.133, 0.033
54.329, 0.135, 0.034
54.221, 0.125, 0.034
54.02, 0.125, 0.032
53.898, 0.126, 0.034
54.308, 0.126, 0.031
54.172, 0.133, 0.033
54.246, 0.123, 0.032
54.458, 0.131, 0.036
54.49, 0.133, 0.032
55.02, 0.123, 0.032
54.36, 0.127, 0.032
54.26, 0.121, 0.031
54.848, 0.123, 0.032
54.525, 0.131, 0.04
54.482, 0.122, 0.032
54.071, 0.136, 0.03
54.679, 0.127, 0.032
54.33, 0.123, 0.032
54.19, 0.123, 0.031
54.315, 0.128, 0.036
54.118, 0.127, 0.034
54.351, 0.127, 0.031
54.347, 0.127, 0.032
54.521, 0.139, 0.033
54.427, 0.139, 0.033
54.467, 0.124, 0.032
54.515, 0.129, 0.032
54.335, 0.127, 0.031
54.322, 0.141, 0.037
54.357, 0.135, 0.033
54.377, 0.124, 0.031
54.607, 0.125, 0.032
54.334, 0.129, 0.032
54.364, 0.122, 0.033
54.257, 0.126, 0.033
54.595, 0.123, 0.033
54.481, 0.125, 0.033
54.265, 0.123, 0.034
54.559, 0.124, 0.031
54.678, 0.135, 0.042
54.879, 0.123, 0.031
54.479, 0.126, 0.033
54.728, 0.127, 0.031
54.455, 0.121, 0.033
54.572, 0.123, 0.032
54.548, 0.125, 0.032
54.571, 0.126, 0.031
54.431, 0.13, 0.037
54.755, 0.123, 0.032
54.844, 0.125, 0.04
54.491, 0.122, 0.032
54.841, 0.137, 0.036
54.454, 0.139, 0.032
54.431, 0.13, 0.032
54.608, 0.123, 0.032
54.602, 0.141, 0.037
54.401, 0.147, 0.037
54.279, 0.122, 0.033
54.378, 0.123, 0.031
54.473, 0.133, 0.032
54.487, 0.128, 0.033
54.101, 0.13, 0.033
54.388, 0.128, 0.032
54.407, 0.137, 0.037
54.173, 0.122, 0.031
54.281, 0.124, 0.032
54.066, 0.121, 0.032
54.235, 0.122, 0.032
54.296, 0.123, 0.032
54.164, 0.123, 0.032
54.121, 0.136, 0.034
54.32, 0.149, 0.036
54.29, 0.127, 0.036
54.377, 0.122, 0.033
54.266, 0.129, 0.033
54.395, 0.127, 0.033
54.345, 0.123, 0.031
54.333, 0.126, 0.032
54.189, 0.125, 0.031
54.169, 0.122, 0.032
54.311, 0.127, 0.032
54.189, 0.136, 0.031
54.337, 0.12, 0.031
54.268, 0.12, 0.033
54.126, 0.128, 0.032
54.331, 0.122, 0.034
54.329, 0.131, 0.034
54.446, 0.131, 0.032
54.27, 0.13, 0.032
54.318, 0.122, 0.031
54.258, 0.138, 0.035
54.377, 0.123, 0.031
54.519, 0.129, 0.032
54.452, 0.141, 0.036
54.494, 0.133, 0.033
54.15, 0.125, 0.033
54.365, 0.139, 0.037
54.515, 0.125, 0.034
54.285, 0.125, 0.034
54.28, 0.124, 0.033
54.407, 0.125, 0.031
54.349, 0.139, 0.032
54.103, 0.138, 0.037
54.41, 0.127, 0.034
54.331, 0.141, 0.037
54.23, 0.121, 0.032
54.552, 0.125, 0.031
53.983, 0.141, 0.036
54.493, 0.13, 0.035
54.352, 0.131, 0.035
55.558, 0.126, 0.032
54.561, 0.124, 0.032
54.381, 0.129, 0.033
54.535, 0.12, 0.032
54.272, 0.124, 0.03
54.765, 0.124, 0.032
54.291, 0.124, 0.031
54.479, 0.129, 0.033
54.446, 0.122, 0.032
54.333, 0.126, 0.031
54.343, 0.133, 0.031
54.404, 0.125, 0.033
54.292, 0.123, 0.031
54.272, 0.123, 0.031
54.39, 0.13, 0.034
54.79, 0.135, 0.033
54.262, 0.127, 0.031
54.436, 0.129, 0.033
54.389, 0.13, 0.033
54.258, 0.127, 0.033
54.511, 0.136, 0.033
54.251, 0.127, 0.031
54.488, 0.12, 0.031
54.365, 0.124, 0.031
54.224, 0.123, 0.031
54.317, 0.128, 0.033
54.178, 0.141, 0.037
54.561, 0.138, 0.032
54.365, 0.14, 0.036
54.265, 0.13, 0.033
54.339, 0.131, 0.034
54.423, 0.133, 0.038
54.5, 0.126, 0.034
54.142, 0.13, 0.033
54.133, 0.124, 0.031
54.233, 0.133, 0.033
54.044, 0.123, 0.031
54.619, 0.126, 0.031
54.29, 0.125, 0.031
54.724, 0.122, 0.032
54.411, 0.14, 0.036
54.142, 0.139, 0.04
54.486, 0.136, 0.031
54.282, 0.131, 0.037
54.412, 0.129, 0.033
54.326, 0.122, 0.031
54.294, 0.132, 0.034
54.402, 0.122, 0.032
54.42, 0.123, 0.033
54.439, 0.13, 0.032
54.283, 0.122, 0.032
54.327, 0.126, 0.032
54.533, 0.133, 0.033
54.712, 0.127, 0.03
54.537, 0.122, 0.031
54.754, 0.125, 0.033
54.328, 0.141, 0.037
54.232, 0.137, 0.035
54.323, 0.123, 0.032
54.301, 0.132, 0.033
54.519, 0.122, 0.031
54.536, 0.131, 0.031
54.568, 0.126, 0.034
54.618, 0.123, 0.032
54.417, 0.124, 0.031
54.399, 0.124, 0.031
54.299, 0.124, 0.031
54.477, 0.124, 0.031
54.423, 0.129, 0.033
54.341, 0.129, 0.031
54.385, 0.121, 0.032
54.47, 0.126, 0.032
54.511, 0.124, 0.032
54.411, 0.123, 0.032
54.408, 0.131, 0.032
54.554, 0.127, 0.034
54.312, 0.141, 0.037
54.289, 0.123, 0.031
54.459, 0.122, 0.032
54.4, 0.128, 0.031
54.425, 0.123, 0.031
54.446, 0.128, 0.035
54.433, 0.131, 0.032
54.311, 0.127, 0.034
54.413, 0.125, 0.032
54.566, 0.123, 0.032
54.106, 0.141, 0.034
54.423, 0.123, 0.031
54.457, 0.122, 0.031
54.41, 0.123, 0.031
54.4, 0.124, 0.033
54.435, 0.128, 0.032
54.134, 0.126, 0.031
54.504, 0.125, 0.032
54.426, 0.13, 0.035
54.442, 0.122, 0.032
54.526, 0.125, 0.032
54.515, 0.123, 0.03
54.694, 0.125, 0.032
54.469, 0.122, 0.031
54.407, 0.127, 0.031
54.546, 0.124, 0.032
54.447, 0.124, 0.032
54.376, 0.132, 0.032
54.64, 0.122, 0.032
54.32, 0.123, 0.032
54.533, 0.122, 0.036
54.5, 0.122, 0.031
54.706, 0.133, 0.031
54.428, 0.121, 0.032
54.316, 0.148, 0.037
54.79, 0.127, 0.031
54.516, 0.124, 0.033
54.336, 0.124, 0.031
54.69, 0.141, 0.037
54.505, 0.134, 0.033
54.492, 0.128, 0.034
54.625, 0.125, 0.033
54.418, 0.125, 0.031
54.799, 0.124, 0.039
54.681, 0.127, 0.036
54.503, 0.137, 0.034
54.018, 0.127, 0.033
55.601, 0.162, 0.066
58.898, 0.128, 0.031
55.598, 0.124, 0.033
54.641, 0.127, 0.031
54.366, 0.123, 0.031
54.571, 0.131, 0.037
54.351, 0.134, 0.038
54.714, 0.14, 0.036
54.551, 0.126, 0.029
54.376, 0.129, 0.031
54.71, 0.123, 0.032
54.819, 0.122, 0.03
54.539, 0.14, 0.033
54.503, 0.122, 0.031
54.856, 0.126, 0.031
54.285, 0.12, 0.031
54.486, 0.122, 0.032
54.439, 0.136, 0.032
54.496, 0.127, 0.031
54.583, 0.122, 0.032
54.631, 0.123, 0.032
54.472, 0.122, 0.03
54.52, 0.128, 0.031
54.391, 0.126, 0.034
54.499, 0.132, 0.031
54.414, 0.125, 0.031
54.643, 0.141, 0.035
54.315, 0.125, 0.035
54.286, 0.123, 0.031
54.541, 0.123, 0.03
54.672, 0.126, 0.032
54.626, 0.123, 0.032
54.298, 0.122, 0.037
54.492, 0.124, 0.032
54.527, 0.125, 0.035
54.591, 0.14, 0.035
54.515, 0.122, 0.032
54.393, 0.12, 0.03
54.486, 0.122, 0.032
54.309, 0.126, 0.034
54.655, 0.132, 0.032
54.532, 0.141, 0.037
54.599, 0.121, 0.032
54.539, 0.122, 0.032
54.479, 0.122, 0.03
54.66, 0.134, 0.031
54.45, 0.126, 0.034
54.259, 0.122, 0.032
54.534, 0.123, 0.031
54.676, 0.122, 0.031
54.692, 0.121, 0.03
54.384, 0.125, 0.031
54.372, 0.138, 0.034
54.546, 0.141, 0.035
54.812, 0.121, 0.031
54.417, 0.121, 0.03
54.895, 0.129, 0.031
54.789, 0.146, 0.038
54.618, 0.124, 0.032
54.46, 0.14, 0.036
54.492, 0.14, 0.036
54.594, 0.124, 0.03
54.691, 0.121, 0.031
54.596, 0.123, 0.031
54.413, 0.124, 0.032
54.361, 0.134, 0.032
54.403, 0.127, 0.031
54.09, 0.122, 0.033
54.6, 0.128, 0.033
54.432, 0.121, 0.031
54.417, 0.125, 0.031
54.398, 0.13, 0.033
54.613, 0.124, 0.031
54.212, 0.123, 0.031
54.411, 0.123, 0.033
54.304, 0.122, 0.033
54.227, 0.134, 0.032
54.272, 0.131, 0.032
54.735, 0.122, 0.031
54.502, 0.137, 0.04
54.862, 0.132, 0.036
54.644, 0.126, 0.033
54.359, 0.12, 0.033
54.374, 0.124, 0.03
54.595, 0.139, 0.033
54.501, 0.123, 0.033
54.607, 0.132, 0.035
54.594, 0.141, 0.035
54.685, 0.122, 0.029
54.495, 0.122, 0.032
54.612, 0.122, 0.031
54.772, 0.125, 0.031
54.25, 0.124, 0.029
54.568, 0.125, 0.033
54.187, 0.128, 0.03
54.431, 0.145, 0.037
54.374, 0.122, 0.037
54.513, 0.126, 0.034
54.194, 0.124, 0.031
54.446, 0.125, 0.032
54.477, 0.127, 0.032
54.411, 0.141, 0.034
54.357, 0.131, 0.032
54.445, 0.125, 0.032
54.213, 0.122, 0.03
54.266, 0.122, 0.03
54.536, 0.144, 0.038
54.816, 0.124, 0.03
54.419, 0.127, 0.031
54.759, 0.123, 0.031
54.281, 0.123, 0.03
54.626, 0.142, 0.034
54.713, 0.126, 0.031
54.546, 0.126, 0.032
54.48, 0.128, 0.033
54.669, 0.127, 0.034
54.139, 0.129, 0.032
54.471, 0.122, 0.031
54.456, 0.128, 0.031
54.584, 0.125, 0.031
54.504, 0.129, 0.034
54.69, 0.13, 0.036
54.487, 0.144, 0.037
54.572, 0.119, 0.03
54.332, 0.128, 0.033
54.395, 0.124, 0.031
54.143, 0.142, 0.036
54.504, 0.13, 0.03
54.425, 0.126, 0.031
54.548, 0.124, 0.031
54.473, 0.126, 0.033
54.479, 0.141, 0.039
54.603, 0.123, 0.031
53.992, 0.13, 0.032
54.39, 0.129, 0.031
54.505, 0.123, 0.032
54.354, 0.12, 0.033
54.576, 0.131, 0.032
54.405, 0.122, 0.03
54.596, 0.125, 0.03
54.623, 0.122, 0.031
54.526, 0.124, 0.032
54.343, 0.123, 0.03
54.295, 0.123, 0.032
54.558, 0.125, 0.03
54.853, 0.14, 0.035
54.861, 0.126, 0.031
54.723, 0.127, 0.03
54.386, 0.123, 0.03
54.453, 0.124, 0.03
54.473, 0.132, 0.031
54.591, 0.123, 0.029
54.618, 0.128, 0.031
54.245, 0.124, 0.032
54.894, 0.129, 0.032
54.656, 0.129, 0.032
54.646, 0.132, 0.031
54.566, 0.126, 0.038
54.377, 0.123, 0.033
54.613, 0.123, 0.031
54.777, 0.128, 0.035
54.739, 0.132, 0.032
54.594, 0.141, 0.033
54.626, 0.121, 0.03
54.323, 0.126, 0.033
54.564, 0.123, 0.031
54.708, 0.122, 0.035
54.654, 0.122, 0.032
54.779, 0.121, 0.03
54.383, 0.128, 0.032
54.615, 0.13, 0.036
54.041, 0.121, 0.032
54.476, 0.124, 0.032
54.056, 0.126, 0.037
54.48, 0.125, 0.031
53.799, 0.123, 0.032
54.034, 0.128, 0.031
54.26, 0.138, 0.032
54.261, 0.136, 0.031
54.147, 0.122, 0.03
54.272, 0.133, 0.033
54.22, 0.124, 0.032
54.111, 0.124, 0.032
54.314, 0.122, 0.032
54.074, 0.124, 0.032
54.125, 0.135, 0.031
54.17, 0.13, 0.035
54.228, 0.123, 0.031
54.171, 0.122, 0.03
54.445, 0.124, 0.031
54.163, 0.123, 0.031
54.062, 0.124, 0.031
54.492, 0.131, 0.033
54.16, 0.12, 0.032
54.345, 0.135, 0.03
54.288, 0.121, 0.03
54.161, 0.142, 0.035
54.859, 0.122, 0.032
54.016, 0.121, 0.031
54.073, 0.123, 0.031
54.104, 0.127, 0.031
54.442, 0.142, 0.035
54.306, 0.125, 0.032
54.434, 0.131, 0.031
54.302, 0.126, 0.031
54.178, 0.129, 0.032
54.098, 0.127, 0.034
54.451, 0.131, 0.032
54.177, 0.131, 0.034
54.047, 0.124, 0.035
54.103, 0.126, 0.033
54.368, 0.123, 0.031
54.691, 0.125, 0.03
54.393, 0.121, 0.032
54.331, 0.126, 0.034
54.214, 0.123, 0.031
54.423, 0.123, 0.032
54.331, 0.128, 0.032
54.527, 0.124, 0.03
54.334, 0.127, 0.031
54.35, 0.13, 0.032
54.214, 0.131, 0.036
54.642, 0.12, 0.03
54.37, 0.122, 0.029
54.23, 0.122, 0.03
54.414, 0.125, 0.031
54.442, 0.12, 0.033
54.644, 0.124, 0.03
54.556, 0.121, 0.031
54.397, 0.122, 0.032
54.432, 0.126, 0.03
54.522, 0.123, 0.031
54.333, 0.124, 0.031
54.545, 0.122, 0.031
54.387, 0.121, 0.03
54.306, 0.128, 0.031
54.422, 0.123, 0.032
54.266, 0.123, 0.032
54.528, 0.133, 0.047
54.742, 0.131, 0.031
54.684, 0.122, 0.032
54.24, 0.126, 0.03
54.571, 0.121, 0.031
54.2, 0.122, 0.033
54.856, 0.141, 0.034
54.63, 0.129, 0.031
54.731, 0.124, 0.031
54.757, 0.142, 0.032
54.659, 0.143, 0.03
54.421, 0.12, 0.032
54.653, 0.123, 0.032
54.645, 0.128, 0.033
54.524, 0.131, 0.033
54.634, 0.132, 0.031
54.708, 0.127, 0.036
54.804, 0.124, 0.032
54.363, 0.125, 0.032
54.544, 0.126, 0.03
54.643, 0.122, 0.031
54.431, 0.12, 0.031
54.535, 0.142, 0.037
54.694, 0.131, 0.032
54.538, 0.132, 0.032
54.645, 0.13, 0.033
54.559, 0.122, 0.034
54.633, 0.13, 0.031
54.933, 0.141, 0.036
54.591, 0.125, 0.031
54.071, 0.123, 0.03
55.023, 0.12, 0.03
54.75, 0.124, 0.031
54.958, 0.146, 0.038
54.652, 0.137, 0.032
54.579, 0.123, 0.031
54.75, 0.122, 0.031
54.919, 0.123, 0.032
54.53, 0.141, 0.035
55.088, 0.13, 0.032
55.214, 0.141, 0.038
54.808, 0.126, 0.03
54.58, 0.126, 0.031
54.849, 0.128, 0.032
54.773, 0.123, 0.029
54.64, 0.123, 0.032
55.166, 0.125, 0.03
54.882, 0.122, 0.036
55.018, 0.121, 0.03
58.409, 0.122, 0.03
55.136, 0.124, 0.032
54.753, 0.124, 0.03
54.575, 0.126, 0.031
55.08, 0.142, 0.037
55.23, 0.122, 0.031
54.842, 0.121, 0.031
54.925, 0.123, 0.033
54.948, 0.139, 0.035
54.756, 0.127, 0.031
55.043, 0.124, 0.033
54.814, 0.136, 0.03
54.737, 0.121, 0.031
55.091, 0.124, 0.031
54.53, 0.127, 0.03
54.837, 0.127, 0.033
54.867, 0.149, 0.038
55.396, 0.126, 0.033
54.747, 0.126, 0.03
54.69, 0.124, 0.031
55.559, 0.161, 0.034
54.922, 0.137, 0.034
54.856, 0.121, 0.031
54.976, 0.132, 0.032
54.708, 0.142, 0.035
55.062, 0.141, 0.036
54.919, 0.137, 0.032
54.754, 0.127, 0.03
55.051, 0.13, 0.03
55.064, 0.128, 0.032
55.376, 0.135, 0.032
54.969, 0.122, 0.03
55.208, 0.123, 0.03
55.083, 0.124, 0.031
54.606, 0.125, 0.031
55.114, 0.123, 0.032
55.059, 0.131, 0.032
54.885, 0.148, 0.038
54.871, 0.124, 0.031
55.046, 0.122, 0.03
55.48, 0.125, 0.031
54.883, 0.123, 0.03
54.423, 0.124, 0.032
54.703, 0.124, 0.03
55.007, 0.122, 0.03
55.047, 0.14, 0.035
54.877, 0.126, 0.033
54.786, 0.128, 0.031
54.394, 0.121, 0.032
53.978, 0.126, 0.031
54.184, 0.134, 0.031
54.407, 0.131, 0.04
53.896, 0.123, 0.031
53.431, 0.123, 0.032
53.337, 0.136, 0.032
53.635, 0.132, 0.032
54.19, 0.121, 0.03
53.422, 0.128, 0.033
54.579, 0.124, 0.032
53.678, 0.124, 0.031
54.253, 0.123, 0.029
53.713, 0.125, 0.032
53.446, 0.122, 0.035
54.17, 0.171, 0.036
54.071, 0.123, 0.031
53.507, 0.12, 0.031
54.692, 0.128, 0.03
53.939, 0.126, 0.03
53.617, 0.123, 0.031
53.611, 0.123, 0.033
53.572, 0.121, 0.03
53.514, 0.122, 0.03
53.762, 0.122, 0.03
53.813, 0.12, 0.03
53.571, 0.136, 0.033
53.386, 0.124, 0.031
53.357, 0.123, 0.03
53.737, 0.123, 0.031
53.58, 0.136, 0.031
53.496, 0.133, 0.04
53.617, 0.124, 0.03
