BubbleSort, QuickSort, MergeSort
0.243, 0.002, 0.002
0.243, 0.002, 0.001
0.239, 0.001, 0.002
0.254, 0.002, 0.002
0.236, 0.001, 0.002
0.236, 0.002, 0.002
0.252, 0.002, 0.001
0.243, 0.002, 0.002
0.235, 0.001, 0.002
0.245, 0.001, 0.002
0.236, 0.001, 0.002
0.237, 0.001, 0.002
0.236, 0.002, 0.002
0.242, 0.002, 0.001
0.238, 0.002, 0.002
0.242, 0.001, 0.002
0.237, 0.002, 0.001
0.238, 0.002, 0.002
0.246, 0.002, 0.001
0.236, 0.001, 0.002
0.234, 0.002, 0.002
0.235, 0.001, 0.002
0.238, 0.001, 0.002
0.236, 0.002, 0.002
0.242, 0.002, 0.003
0.238, 0.002, 0.002
0.243, 0.001, 0.002
0.235, 0.001, 0.002
0.237, 0.001, 0.002
0.236, 0.002, 0.002
0.245, 0.002, 0.002
0.235, 0.002, 0.002
0.235, 0.001, 0.002
0.245, 0.002, 0.002
0.235, 0.002, 0.002
0.243, 0.002, 0.002
0.236, 0.001, 0.002
0.24, 0.002, 0.002
0.241, 0.001, 0.002
0.235, 0.002, 0.002
0.238, 0.002, 0.001
0.237, 0.001, 0.002
0.238, 0.001, 0.002
0.24, 0.002, 0.001
0.237, 0.002, 0.002
0.236, 0.001, 0.002
0.241, 0.002, 0.001
0.235, 0.002, 0.002
0.236, 0.002, 0.002
0.237, 0.002, 0.002
0.236, 0.001, 0.002
0.237, 0.002, 0.002
0.235, 0.002, 0.001
0.237, 0.001, 0.002
0.244, 0.002, 0.002
0.236, 0.002, 0.002
0.235, 0.002, 0.002
0.239, 0.001, 0.002
0.236, 0.002, 0.001
0.237, 0.002, 0.002
0.236, 0.001, 0.002
0.238, 0.001, 0.002
0.235, 0.002, 0.002
0.24, 0.002, 0.003
0.236, 0.002, 0.002
0.238, 0.002, 0.001
0.237, 0.002, 0.002
0.238, 0.001, 0.002
0.234, 0.001, 0.002
0.24, 0.001, 0.002
0.235, 0.002, 0.002
0.236, 0.002, 0.002
0.236, 0.001, 0.002
0.238, 0.001, 0.002
0.236, 0.002, 0.002
0.236, 0.002, 0.002
0.236, 0.001, 0.002
0.239, 0.002, 0.002
0.238, 0.001, 0.002
0.24, 0.002, 0.002
0.236, 0.002, 0.002
0.237, 0.001, 0.002
0.238, 0.001, 0.002
0.244, 0.002, 0.002
0.236, 0.002, 0.001
0.235, 0.001, 0.002
0.237, 0.001, 0.002
0.238, 0.001, 0.002
0.237, 0.002, 0.002
0.234, 0.002, 0.002
0.243, 0.002, 0.002
0.236, 0.002, 0.002
0.238, 0.002, 0.002
0.237, 0.002, 0.002
0.239, 0.001, 0.002
0.24, 0.003, 0.002
0.239, 0.002, 0.001
0.235, 0.002, 0.002
0.244, 0.002, 0.001
0.234, 0.002, 0.002
0.238, 0.001, 0.002
0.235, 0.001, 0.002
0.234, 0.002, 0.002
0.238, 0.002, 0.001
0.236, 0.001, 0.002
0.244, 0.002, 0.002
0.232, 0.002, 0.003
0.242, 0.001, 0.002
0.235, 0.002, 0.002
0.235, 0.002, 0.002
0.242, 0.001, 0.002
0.235, 0.002, 0.002
0.238, 0.002, 0.001
0.237, 0.001, 0.002
0.236, 0.002, 0.002
0.236, 0.001, 0.002
0.236, 0.002, 0.002
0.238, 0.001, 0.002
0.236, 0.002, 0.002
0.236, 0.002, 0.002
0.237, 0.002, 0.002
0.237, 0.002, 0.002
0.236, 0.001, 0.002
0.236, 0.002, 0.002
0.235, 0.001, 0.002
0.237, 0.001, 0.002
0.251, 0.002, 0.002
0.235, 0.002, 0.002
0.238, 0.002, 0.002
0.234, 0.002, 0.002
0.237, 0.002, 0.002
0.237, 0.001, 0.002
0.236, 0.002, 0.002
0.236, 0.002, 0.002
0.24, 0.001, 0.002
0.24, 0.002, 0.001
0.236, 0.002, 0.002
0.236, 0.001, 0.002
0.238, 0.002, 0.002
0.239, 0.002, 0.002
0.235, 0.002, 0.002
0.236, 0.001, 0.002
0.237, 0.002, 0.002
0.238, 0.002, 0.001
0.235, 0.001, 0.002
0.241, 0.002, 0.001
0.237, 0.002, 0.002
0.235, 0.002, 0.002
0.24, 0.002, 0.002
0.238, 0.002, 0.002
0.242, 0.002, 0.002
0.239, 0.002, 0.001
0.236, 0.002, 0.002
0.235, 0.002, 0.001
0.236, 0.002, 0.002
0.235, 0.001, 0.002
0.238, 0.001, 0.002
0.241, 0.002, 0.001
0.236, 0.002, 0.002
0.235, 0.002, 0.002
0.237, 0.001, 0.002
0.243, 0.002, 0.003
0.242, 0.001, 0.002
0.236, 0.002, 0.002
0.235, 0.003, 0.002
0.236, 0.002, 0.002
0.235, 0.002, 0.001
0.235, 0.002, 0.001
0.242, 0.002, 0.002
0.241, 0.002, 0.002
0.235, 0.002, 0.001
0.245, 0.002, 0.002
0.236, 0.001, 0.002
0.245, 0.002, 0.003
0.234, 0.002, 0.002
0.237, 0.002, 0.002
0.237, 0.002, 0.002
0.239, 0.001, 0.002
0.236, 0.002, 0.001
0.24, 0.002, 0.002
0.235, 0.002, 0.002
0.236, 0.001, 0.002
0.236, 0.002, 0.002
0.235, 0.002, 0.002
0.239, 0.002, 0.002
0.237, 0.002, 0.002
0.237, 0.002, 0.002
0.235, 0.001, 0.002
0.234, 0.002, 0.002
0.237, 0.001, 0.002
0.234, 0.002, 0.002
0.235, 0.002, 0.001
0.237, 0.002, 0.002
0.234, 0.002, 0.002
0.241, 0.002, 0.002
0.243, 0.002, 0.002
0.236, 0.001, 0.002
0.235, 0.001, 0.001
0.235, 0.002, 0.002
0.237, 0.002, 0.002
0.237, 0, 0.002
0.234, 0.001, 0.002
0.241, 0.002, 0.002
0.235, 0.002, 0.002
0.243, 0.002, 0.002
0.236, 0.002, 0.002
0.235, 0.002, 0.002
0.236, 0.001, 0.002
0.236, 0.001, 0.003
0.246, 0.002, 0.002
0.238, 0.002, 0.002
0.241, 0.002, 0.002
0.234, 0.002, 0.002
0.237, 0.001, 0.002
0.234, 0.002, 0.002
0.236, 0.002, 0.002
0.244, 0.002, 0.002
0.236, 0.001, 0.002
0.238, 0.002, 0.002
0.239, 0.001, 0.002
0.237, 0.001, 0.002
0.235, 0.002, 0.002
0.236, 0.002, 0.002
0.235, 0.001, 0.002
0.241, 0.002, 0.002
0.237, 0.001, 0.002
0.239, 0.002, 0.002
0.236, 0.002, 0.002
0.238, 0.001, 0.002
0.237, 0.002, 0.002
0.238, 0.001, 0.002
0.236, 0.002, 0.002
0.239, 0.002, 0.002
0.234, 0.002, 0.002
0.238, 0.002, 0.001
0.235, 0.002, 0.002
0.237, 0.001, 0.002
0.239, 0.001, 0.002
0.234, 0.002, 0.001
0.24, 0.002, 0.001
0.241, 0.001, 0.002
0.236, 0.002, 0.001
0.242, 0.002, 0.002
0.236, 0.002, 0.002
0.236, 0.002, 0.002
0.236, 0.002, 0.002
0.235, 0.002, 0.001
0.241, 0.001, 0.002
0.237, 0.002, 0.001
0.236, 0.001, 0.002
0.24, 0.002, 0.002
0.242, 0.001, 0.002
0.238, 0.002, 0.002
0.236, 0.001, 0.002
0.235, 0.001, 0.002
0.237, 0.001, 0.002
0.238, 0.002, 0.002
0.237, 0.002, 0.002
0.236, 0.002, 0.002
0.248, 0.002, 0.002
0.239, 0.001, 0.002
0.236, 0.001, 0.002
0.238, 0.001, 0.003
0.236, 0.001, 0.002
0.238, 0.001, 0.002
0.243, 0.002, 0.002
0.244, 0.002, 0.002
0.239, 0.002, 0.001
0.242, 0.001, 0.002
0.241, 0.002, 0.003
0.245, 0.001, 0.002
0.237, 0.002, 0.002
0.237, 0.002, 0.002
0.238, 0.001, 0.002
0.234, 0.001, 0.002
0.238, 0.001, 0.002
0.239, 0.002, 0.002
0.244, 0.001, 0.002
0.241, 0.002, 0.002
0.237, 0.002, 0.002
0.237, 0.002, 0.002
0.241, 0.002, 0.002
0.236, 0.001, 0.002
0.237, 0.001, 0.002
0.256, 0.002, 0.002
0.236, 0.002, 0.001
0.236, 0.001, 0.002
0.236, 0.001, 0.002
0.235, 0.002, 0.002
0.24, 0.002, 0.002
0.235, 0.002, 0.002
0.238, 0.002, 0.001
0.239, 0.002, 0.001
0.234, 0.001, 0.002
0.236, 0.002, 0.002
0.236, 0.002, 0.002
0.235, 0.002, 0.002
0.235, 0.002, 0.001
0.242, 0.002, 0.001
0.238, 0.001, 0.002
0.236, 0.002, 0.002
0.238, 0.002, 0.002
0.241, 0.001, 0.002
0.241, 0.002, 0.002
0.236, 0.002, 0.001
0.236, 0.001, 0.002
0.237, 0.002, 0.002
0.24, 0.002, 0.002
0.234, 0.002, 0.001
0.234, 0.001, 0.002
0.237, 0.002, 0.002
0.234, 0.002, 0.002
0.236, 0.002, 0.002
0.24, 0.002, 0.002
0.236, 0.002, 0.002
0.237, 0.002, 0.001
0.237, 0.001, 0.002
0.237, 0.002, 0.002
0.237, 0.002, 0.001
0.238, 0, 0.002
0.235, 0.002, 0.001
0.238, 0.001, 0.003
0.242, 0.001, 0.002
0.248, 0.002, 0.002
0.241, 0.002, 0.002
0.238, 0.002, 0.001
0.241, 0.001, 0.002
0.237, 0.002, 0.002
0.243, 0.001, 0.002
0.234, 0.002, 0.002
0.242, 0.002, 0.001
0.236, 0.002, 0.002
0.245, 0.001, 0.002
0.235, 0.001, 0.002
0.238, 0.002, 0.002
0.239, 0.002, 0.001
0.237, 0.001, 0.002
0.238, 0.002, 0.002
0.236, 0.001, 0.002
0.236, 0.002, 0.001
0.236, 0.001, 0.002
0.237, 0.001, 0.001
0.236, 0.002, 0.001
0.238, 0.001, 0.002
0.236, 0.001, 0.002
0.241, 0.002, 0.002
0.244, 0.002, 0.001
0.241, 0.002, 0.002
0.236, 0.002, 0.002
0.239, 0.002, 0.002
0.238, 0.002, 0.001
0.237, 0.001, 0.002
0.235, 0.002, 0.002
0.239, 0.001, 0.002
0.238, 0.002, 0.001
0.249, 0.002, 0.002
0.237, 0.002, 0.001
0.241, 0.001, 0.002
0.238, 0.001, 0.002
0.235, 0.001, 0.002
0.24, 0.002, 0.001
0.238, 0.002, 0.002
0.237, 0.001, 0.002
0.237, 0.002, 0.001
0.235, 0.001, 0.002
0.241, 0.002, 0.001
0.236, 0.002, 0.002
0.238, 0.001, 0.002
0.236, 0.002, 0.002
0.234, 0.001, 0.002
0.24, 0.002, 0.002
0.242, 0.002, 0.001
0.237, 0.001, 0.002
0.239, 0.001, 0.002
0.236, 0.002, 0.002
0.242, 0.001, 0.002
0.245, 0.001, 0.002
0.238, 0.002, 0.002
0.241, 0.002, 0.001
0.238, 0.002, 0.001
0.236, 0.001, 0.002
0.237, 0.001, 0.002
0.235, 0.002, 0.002
0.235, 0.002, 0.002
0.236, 0.002, 0.002
0.238, 0.002, 0.001
0.237, 0.002, 0.002
0.239, 0.002, 0.001
0.237, 0.002, 0.001
0.238, 0.002, 0.002
0.246, 0.002, 0.002
0.24, 0.002, 0.002
0.236, 0.001, 0.002
0.238, 0.002, 0.002
0.241, 0.001, 0.002
0.242, 0.002, 0.001
0.238, 0.002, 0.002
0.238, 0.002, 0.002
0.245, 0.002, 0.001
0.238, 0.002, 0.002
0.241, 0.002, 0.002
0.244, 0.002, 0.001
0.239, 0.002, 0.002
0.239, 0.002, 0.002
0.239, 0.002, 0.002
0.241, 0.002, 0.002
0.235, 0.001, 0.002
0.243, 0.002, 0.001
0.235, 0.002, 0.001
0.24, 0.001, 0.002
0.235, 0.002, 0.002
0.244, 0.001, 0.002
0.236, 0.002, 0.002
0.239, 0.001, 0.002
0.242, 0.002, 0.001
0.245, 0.001, 0.002
0.237, 0.002, 0.002
0.236, 0.001, 0.002
0.236, 0.001, 0.002
0.237, 0.002, 0.002
0.237, 0.001, 0.002
0.241, 0.001, 0.002
0.236, 0.002, 0.001
0.235, 0.002, 0.002
0.238, 0.002, 0.002
0.236, 0.002, 0.002
0.236, 0.002, 0.002
0.236, 0.002, 0.002
0.237, 0.002, 0.002
0.235, 0.002, 0.002
0.237, 0.001, 0.002
0.236, 0.001, 0.002
0.236, 0.002, 0.001
0.236, 0.001, 0.002
0.239, 0.002, 0.002
0.239, 0.002, 0.001
0.236, 0.002, 0.002
0.236, 0.002, 0.002
0.244, 0.002, 0.001
0.234, 0.001, 0.002
0.239, 0.002, 0.001
0.238, 0.002, 0.002
0.239, 0.002, 0.002
0.245, 0.001, 0.002
0.235, 0.002, 0.002
0.237, 0.001, 0.002
0.239, 0.002, 0.002
0.236, 0.002, 0.002
0.236, 0.002, 0.002
0.241, 0.002, 0.002
0.247, 0.002, 0.003
0.25, 0.002, 0.002
0.235, 0.001, 0.002
0.238, 0.001, 0.002
0.258, 0.002, 0.002
0.235, 0.002, 0.001
0.24, 0.002, 0.002
0.238, 0.001, 0.004
0.234, 0.002, 0.002
0.238, 0.002, 0.001
0.242, 0.002, 0.002
0.237, 0.002, 0.002
0.234, 0.001, 0.002
0.238, 0.002, 0.002
0.236, 0.002, 0.002
0.237, 0.002, 0.002
0.235, 0.002, 0.002
0.238, 0.002, 0.002
0.235, 0.002, 0.001
0.237, 0.002, 0.001
0.238, 0.002, 0.001
0.236, 0.001, 0.002
0.236, 0.001, 0.002
0.234, 0.002, 0.002
0.241, 0.002, 0.002
0.235, 0.002, 0.002
0.234, 0.002, 0.002
0.238, 0.002, 0.002
0.233, 0.001, 0.003
0.235, 0.002, 0.002
0.237, 0.002, 0.001
0.237, 0.002, 0.002
0.236, 0.001, 0.002
0.236, 0.002, 0.002
0.238, 0.002, 0.002
0.236, 0.002, 0.001
0.236, 0.001, 0.002
0.236, 0.002, 0.001
0.236, 0.002, 0.001
0.236, 0.001, 0.002
0.241, 0.002, 0.002
0.235, 0.002, 0.002
0.235, 0.002, 0.002
0.244, 0.002, 0.002
0.24, 0.002, 0.001
0.236, 0.001, 0.002
0.239, 0.002, 0.002
0.234, 0.002, 0.002
0.237, 0.001, 0.002
0.24, 0.002, 0.002
0.24, 0.002, 0.002
0.236, 0.001, 0.002
0.235, 0.002, 0.002
0.238, 0.002, 0.002
0.237, 0.002, 0.002
0.234, 0.002, 0.002
0.235, 0.002, 0.002
0.236, 0.002, 0.003
0.242, 0.001, 0.002
0.247, 0.002, 0.002
0.239, 0.002, 0.002
0.239, 0.001, 0.002
0.238, 0.002, 0.002
0.234, 0.002, 0.002
0.236, 0.002, 0.002
0.239, 0.002, 0.001
0.237, 0.002, 0.002
0.236, 0.002, 0.001
0.237, 0.001, 0.002
0.237, 0.002, 0.001
0.238, 0.002, 0.001
0.241, 0.002, 0.002
0.238, 0.002, 0.002
0.242, 0.002, 0.002
0.242, 0.001, 0.002
0.238, 0.002, 0.001
0.239, 0.001, 0.002
0.236, 0.002, 0.001
0.235, 0.002, 0.002
0.238, 0.002, 0.002
0.236, 0.002, 0.002
0.235, 0.002, 0.002
0.242, 0.002, 0.001
0.236, 0.002, 0.001
0.235, 0.002, 0.001
0.234, 0.001, 0.002
0.238, 0.001, 0.002
0.235, 0.002, 0.002
0.238, 0.002, 0.002
0.237, 0.002, 0.002
0.237, 0.002, 0.002
0.241, 0.002, 0.002
0.236, 0.002, 0.002
0.237, 0.001, 0.002
0.234, 0.002, 0.002
0.236, 0.002, 0.002
0.236, 0.002, 0.002
0.241, 0.001, 0.002
0.236, 0.001, 0.002
0.236, 0.002, 0.001
0.237, 0.002, 0.002
0.235, 0.001, 0.002
0.234, 0.002, 0.002
0.235, 0.002, 0.002
0.241, 0.001, 0.002
0.234, 0.002, 0.002
0.237, 0.002, 0.002
0.238, 0.001, 0.002
0.239, 0.002, 0.001
0.235, 0.002, 0.002
0.237, 0.001, 0.002
0.234, 0.001, 0.002
0.237, 0.001, 0.002
0.242, 0.002, 0.002
0.241, 0.002, 0.002
0.235, 0.001, 0.002
0.235, 0.002, 0.001
0.241, 0.001, 0.002
0.236, 0.002, 0.002
0.248, 0.002, 0.002
0.255, 0.002, 0.001
0.257, 0.002, 0.002
0.241, 0.002, 0.001
0.236, 0.002, 0.002
0.239, 0.001, 0.002
0.245, 0.002, 0.002
0.234, 0.002, 0.002
0.238, 0.001, 0.002
0.241, 0.002, 0.002
0.237, 0.002, 0.002
0.237, 0.001, 0.002
0.234, 0.002, 0.002
0.246, 0.001, 0.002
0.239, 0.002, 0.002
0.243, 0.002, 0.002
0.243, 0.003, 0.001
0.239, 0.002, 0.002
0.243, 0.001, 0.002
0.24, 0.002, 0.002
0.239, 0.002, 0.002
0.247, 0.001, 0.003
0.243, 0.001, 0.002
0.254, 0.001, 0.002
0.239, 0.001, 0.002
0.239, 0.001, 0.002
0.247, 0.002, 0.002
0.248, 0.002, 0.002
0.246, 0.002, 0.002
0.243, 0.002, 0.002
0.248, 0.002, 0.002
0.249, 0.002, 0.002
0.257, 0.002, 0.002
0.247, 0.002, 0.002
0.249, 0.002, 0.001
0.251, 0.002, 0.002
0.249, 0.002, 0.002
